Latitude,Longitude,Date,Time,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % CB,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,Altitude m,Barometer mmHg
25.90102,-80.12768,10/25/2024,14:33:55,0.22,54948.6,-0.189,52341.1,104.1,104.0,6.79,-0.275,34.59,52593.3,0.53,34186,-0.86,0,8.42,-91.4,27.345,-0.300,-3.0,765.6
25.90101,-80.12770,10/25/2024,14:34:00,0.21,55090.2,0.199,52486.6,104.0,104.0,6.79,0.290,34.70,52738.3,-0.05,34280,-1.13,0,8.42,-91.4,27.335,0.200,-2.8,765.5
25.90101,-80.12772,10/25/2024,14:34:05,0.23,55121.0,0.508,52525.6,103.9,103.8,6.78,0.739,34.73,52776.5,-0.05,34305,-1.20,0,8.42,-91.4,27.326,0.975,-2.8,765.6
25.90101,-80.12775,10/25/2024,14:34:10,0.25,55164.6,0.739,52570.1,103.6,103.6,6.76,1.074,34.76,52820.9,-0.07,34334,-1.11,0,8.42,-91.5,27.323,1.280,-2.7,765.5
25.90101,-80.12777,10/25/2024,14:34:15,0.28,55174.1,0.920,52577.6,103.5,103.4,6.75,1.337,34.76,52828.6,-0.07,34339,-0.71,0,8.42,-91.5,27.325,1.419,-2.6,765.6
25.90100,-80.12779,10/25/2024,14:34:20,0.41,55174.9,1.033,52577.5,103.4,103.3,6.74,1.503,34.76,52828.6,-0.01,34339,0.63,0,8.42,-91.5,27.325,1.435,-2.6,765.6
25.90100,-80.12782,10/25/2024,14:34:25,0.68,55175.5,1.098,52577.2,103.3,103.2,6.74,1.597,34.76,52828.4,0.13,34338,4.91,0,8.42,-91.4,27.326,1.368,-2.5,765.5
25.90100,-80.12784,10/25/2024,14:34:30,0.81,55186.1,1.140,52586.6,103.3,103.2,6.74,1.657,34.77,52837.9,0.26,34345,6.27,0,8.42,-91.4,27.327,1.361,-2.6,765.6
25.90101,-80.12785,10/25/2024,14:34:35,1.17,55175.6,1.181,52575.7,103.3,103.2,6.73,1.718,34.76,52827.0,0.67,34338,108.90,0,8.42,-91.4,27.328,1.369,-3.2,765.6
25.90101,-80.12788,10/25/2024,14:34:40,2.43,55134.1,1.314,52536.2,103.2,103.1,6.73,1.911,34.73,52787.4,1.28,34312,49.53,0,8.42,-91.4,27.328,1.359,-3.1,765.5
25.90100,-80.12791,10/25/2024,14:34:45,5.31,54999.2,1.366,52407.8,103.1,103.0,6.73,1.987,34.64,52658.3,2.01,34228,-0.60,0,8.42,-91.4,27.328,1.346,-4.3,765.6
25.90099,-80.12793,10/25/2024,14:34:50,0.29,54956.2,1.360,52366.1,103.0,102.9,6.72,1.978,34.61,52616.5,1.96,34201,-0.35,0,8.42,-91.4,27.328,0.874,-5.3,765.5
25.90095,-80.12795,10/25/2024,14:34:55,0.26,54987.3,0.052,52396.6,103.0,102.9,6.72,0.075,34.63,52647.1,1.27,34221,-0.88,0,8.42,-91.4,27.327,0.003,-5.8,765.5
25.90091,-80.12797,10/25/2024,14:35:00,0.22,55150.4,-0.167,52554.0,103.1,103.0,6.72,-0.243,34.75,52805.0,0.34,34323,-1.02,0,8.42,-91.4,27.325,-0.321,-6.4,765.5
25.90088,-80.12800,10/25/2024,14:35:05,0.21,55210.1,-0.290,52614.4,103.1,103.0,6.72,-0.422,34.79,52865.3,-0.08,34362,-1.25,0,8.42,-91.4,27.322,-0.637,-5.4,765.6
25.90065,-80.12796,10/25/2024,14:35:28,0.98,55334.1,-0.739,52745.4,102.9,102.9,6.71,-1.075,34.89,52995.6,0.48,34447,-0.86,0,8.42,-91.5,27.310,-1.178,-6.5,765.6
25.90059,-80.12794,10/25/2024,14:35:33,0.81,55324.7,-0.821,52737.4,102.9,102.8,6.71,-1.195,34.88,52987.4,1.09,34442,-0.40,0,8.42,-91.5,27.309,-1.191,-6.9,765.6
25.90054,-80.12791,10/25/2024,14:35:38,0.23,55211.8,-0.955,52629.9,102.9,102.8,6.71,-1.389,34.80,52879.4,2.05,34372,0.82,0,8.42,-91.5,27.309,-1.200,-7.3,765.4
25.90048,-80.12789,10/25/2024,14:35:43,0.60,55127.2,-1.040,52549.7,102.9,102.8,6.71,-1.513,34.74,52798.8,2.77,34319,3.86,0,8.42,-91.4,27.309,-1.167,-7.1,765.6
25.90042,-80.12786,10/25/2024,14:35:48,5.27,55242.4,-1.106,52658.5,102.9,102.8,6.71,-1.608,34.82,52908.3,13.16,34390,3.80,0,8.42,-91.4,27.310,-1.162,-6.7,765.5
25.90037,-80.12784,10/25/2024,14:35:53,2.10,55298.3,-1.152,52710.9,102.9,102.8,6.71,-1.676,34.86,52961.0,4.99,34425,2.87,0,8.42,-91.4,27.311,-1.147,-4.8,765.5
25.90033,-80.12780,10/25/2024,14:35:58,0.44,55246.1,-1.160,52660.9,102.8,102.8,6.71,-1.687,34.83,52910.7,0.17,34392,3.62,0,8.42,-91.5,27.311,-1.104,-4.3,765.5
25.90029,-80.12777,10/25/2024,14:36:03,0.25,55303.6,-1.160,52713.2,102.9,102.8,6.71,-1.688,34.86,52963.6,1.21,34426,2.67,0,8.42,-91.5,27.313,-1.155,-4.9,765.6
25.90025,-80.12775,10/25/2024,14:36:08,3.88,52576.4,-1.163,50113.1,102.9,102.8,6.72,-1.691,32.94,50351.2,2.87,32728,7.87,0,8.42,-91.5,27.314,-1.218,-5.4,765.5
25.90021,-80.12772,10/25/2024,14:36:13,3.80,55304.8,-1.160,52714.6,102.8,102.8,6.71,-1.687,34.87,52965.0,7.95,34427,7.45,0,8.42,-91.5,27.313,-1.117,-4.9,765.6
25.90018,-80.12769,10/25/2024,14:36:18,0.15,55167.4,-1.147,52587.0,102.8,102.8,6.71,-1.668,34.77,52836.4,0.03,34344,11.89,0,8.42,-91.5,27.310,-1.053,-5.3,765.5
25.90017,-80.12766,10/25/2024,14:36:23,0.63,55322.6,-1.135,52735.8,102.8,102.8,6.71,-1.650,34.88,52985.8,0.66,34441,3.51,0,8.42,-91.5,27.309,-1.121,-5.2,765.4
25.90015,-80.12762,10/25/2024,14:36:28,3.51,55331.1,-1.131,52741.9,102.9,102.8,6.71,-1.645,34.89,52992.2,1.81,34445,1.67,0,8.42,-91.5,27.311,-1.186,-4.7,765.5
25.90014,-80.12758,10/25/2024,14:36:33,0.39,55291.6,-1.129,52703.7,102.9,102.8,6.71,-1.642,34.86,52953.8,2.02,34420,-0.64,0,8.42,-91.5,27.311,-1.055,-4.1,765.5
25.90014,-80.12754,10/25/2024,14:36:38,0.76,55290.8,-1.125,52703.1,102.9,102.8,6.71,-1.636,34.86,52953.2,2.37,34420,-0.65,0,8.42,-91.5,27.311,-1.111,-4.3,765.5
25.90013,-80.12749,10/25/2024,14:36:43,12.90,50216.0,-1.125,47867.0,102.9,102.8,6.71,-1.636,31.29,48094.1,8.55,31261,1.34,0,8.42,-91.5,27.310,-1.175,-3.8,765.4
25.90013,-80.12745,10/25/2024,14:36:48,0.19,55301.9,-1.121,52712.8,102.8,102.8,6.70,-1.630,34.86,52963.0,0.38,34426,1.92,0,8.42,-91.5,27.312,-1.153,-4.1,765.6
25.90013,-80.12740,10/25/2024,14:36:53,0.99,55317.4,-1.125,52726.1,102.8,102.8,6.71,-1.636,34.87,52976.6,1.33,34435,2.56,0,8.42,-91.5,27.313,-1.165,-4.0,765.5
25.90013,-80.12737,10/25/2024,14:36:58,3.06,55302.5,-1.139,52710.5,102.8,102.7,6.70,-1.656,34.86,52961.1,2.66,34425,0.84,0,8.42,-91.5,27.315,-1.172,-3.8,765.5
25.90014,-80.12732,10/25/2024,14:37:03,0.87,48346.5,-1.148,46081.3,102.8,102.7,6.70,-1.669,29.98,46300.2,0.78,30095,1.82,0,8.42,-91.5,27.314,-1.167,-4.5,765.6
25.90015,-80.12727,10/25/2024,14:37:08,7.92,55296.4,-1.148,52705.9,102.8,102.7,6.70,-1.669,34.86,52956.3,4.95,34422,3.47,0,8.42,-91.5,27.314,-1.163,-5.2,765.5
25.90016,-80.12722,10/25/2024,14:37:13,15.16,55289.4,-1.159,52698.6,102.8,102.7,6.70,-1.686,34.85,52949.0,13.32,34417,5.99,0,8.42,-91.5,27.314,-1.188,-5.4,765.5
25.90017,-80.12716,10/25/2024,14:37:18,16.07,55041.5,-1.169,52462.9,102.7,102.7,6.70,-1.700,34.68,52712.1,3.27,34263,6.84,0,8.42,-91.5,27.314,-1.196,-5.4,765.5
25.90018,-80.12710,10/25/2024,14:37:23,8.72,54792.7,-1.171,52226.3,102.7,102.6,6.73,-1.703,34.50,52474.3,8.10,34108,12.26,0,8.42,-91.5,27.313,-1.191,-5.2,765.5
25.90018,-80.12704,10/25/2024,14:37:28,11.69,50581.2,-1.175,48213.2,102.7,102.6,6.73,-1.709,31.54,48442.1,6.66,31487,28.80,0,8.42,-91.5,27.312,-1.177,-5.0,765.5
25.90016,-80.12698,10/25/2024,14:37:33,4.06,55219.4,-1.178,52634.7,102.7,102.6,6.70,-1.713,34.81,52884.5,7.48,34375,0.89,0,8.42,-91.5,27.312,-1.173,-4.2,765.5
25.90014,-80.12692,10/25/2024,14:37:38,3.85,55127.6,-1.181,52547.4,102.7,102.6,6.70,-1.717,34.74,52796.8,9.04,34318,10.72,0,8.42,-91.5,27.311,-1.183,-4.2,765.5
25.90011,-80.12686,10/25/2024,14:37:43,10.53,52302.6,-1.188,49854.7,102.6,102.6,6.80,-1.725,32.75,50091.3,2.51,32559,181.79,0,8.42,-91.5,27.311,-1.205,-3.8,765.4
25.90010,-80.12679,10/25/2024,14:37:48,4.76,53935.3,-1.190,51411.4,102.6,102.5,6.73,-1.729,33.90,51655.3,7.04,33576,14.15,0,8.42,-91.5,27.311,-1.191,-3.6,765.6
25.90007,-80.12672,10/25/2024,14:37:53,4.11,53446.2,-1.193,50945.6,102.6,102.5,6.74,-1.734,33.55,51187.3,1.64,33272,89.31,0,8.42,-91.5,27.310,-1.220,-2.7,765.6
25.90005,-80.12666,10/25/2024,14:37:58,9.89,54311.6,-1.193,51771.0,102.6,102.5,6.72,-1.734,34.16,52016.6,7.96,33811,26.34,0,8.42,-91.5,27.310,-1.202,-2.8,765.5
25.90004,-80.12658,10/25/2024,14:38:03,8.85,53864.5,-1.193,51345.1,102.6,102.5,6.71,-1.734,33.85,51588.6,5.62,33533,737.95,0,8.42,-91.5,27.310,-1.188,-2.6,765.5
25.90003,-80.12650,10/25/2024,14:38:08,5.86,54911.6,-1.195,52343.4,102.6,102.5,6.70,-1.738,34.59,52591.7,13.94,34185,48.85,0,8.42,-91.5,27.310,-1.204,-2.9,765.5
25.90002,-80.12643,10/25/2024,14:38:13,4.69,53380.6,-1.200,50884.3,102.6,102.5,6.74,-1.744,33.51,51125.6,13.12,33232,5.50,0,8.42,-91.5,27.309,-1.215,-3.5,765.5
25.90002,-80.12636,10/25/2024,14:38:18,5.73,53578.9,-1.204,51073.4,102.6,102.5,6.76,-1.749,33.65,51315.5,4.26,33355,5.07,0,8.42,-91.5,27.309,-1.208,-3.7,765.5
25.90002,-80.12627,10/25/2024,14:38:23,5.16,44519.9,-1.210,42438.2,102.6,102.5,7.09,-1.751,27.35,42639.4,8.56,27716,775.12,0,8.42,-91.5,27.309,-1.234,-3.9,765.4
25.90001,-80.12617,10/25/2024,14:38:28,6.02,50199.9,-1.210,47852.1,102.4,102.3,6.74,-1.756,31.27,48079.0,10.78,31251,842.66,0,8.42,-91.3,27.310,-1.218,-3.9,765.5
25.90001,-80.12609,10/25/2024,14:38:33,3.53,49099.5,-1.215,46802.9,102.0,101.9,6.88,-1.758,30.51,47024.9,4.67,30566,100.44,0,8.42,-91.2,27.310,-1.229,-3.7,765.5
25.90000,-80.12600,10/25/2024,14:38:38,5.63,48790.3,-1.218,46507.5,101.6,101.6,6.71,-1.764,30.29,46728.2,7.14,30373,269.29,0,8.42,-91.2,27.311,-1.210,-4.2,765.6
25.90000,-80.12591,10/25/2024,14:38:43,7.22,51552.4,-1.216,49141.3,101.6,101.6,6.68,-1.765,32.22,49374.3,8.47,32093,170.81,0,8.42,-91.1,27.310,-1.201,-4.2,765.5
25.90001,-80.12581,10/25/2024,14:38:48,10.64,50941.9,-1.217,48558.5,101.7,101.6,6.76,-1.768,31.79,48788.9,4.28,31713,164.76,0,8.42,-91.1,27.310,-1.222,-4.4,765.5
25.90000,-80.12572,10/25/2024,14:38:53,11.46,50367.4,-1.221,48010.6,101.8,101.7,6.75,-1.769,31.39,48238.4,5.67,31355,140.64,0,8.42,-91.2,27.311,-1.218,-4.9,765.4
25.90000,-80.12562,10/25/2024,14:38:58,0.66,44392.4,-1.227,42315.1,101.9,101.8,6.92,-1.770,27.26,42515.9,10.66,27635,353.10,0,8.42,-91.3,27.311,-1.211,-5.3,765.5
25.90000,-80.12552,10/25/2024,14:39:03,6.38,50427.5,-1.219,48067.9,102.0,101.9,6.68,-1.769,31.43,48296.0,4.21,31392,232.92,0,8.42,-91.3,27.311,-1.230,-6.2,765.5
25.89999,-80.12542,10/25/2024,14:39:08,-0.08,42054.1,-1.221,40086.3,102.1,102.0,6.84,-1.769,25.67,40276.4,2.47,26180,1943.68,0,8.42,-91.3,27.311,-1.234,-6.1,765.5
25.89999,-80.12532,10/25/2024,14:39:13,7.36,47802.0,-1.226,45563.5,102.1,102.0,7.04,-1.769,29.61,45779.9,11.10,29757,310.59,0,8.42,-91.4,27.313,-1.229,-5.7,765.5
25.89999,-80.12521,10/25/2024,14:39:18,3.23,51591.2,-1.222,49176.0,102.0,102.0,6.94,-1.771,32.25,49409.4,10.76,32116,353.14,0,8.42,-91.4,27.312,-1.226,-6.2,765.5
25.89999,-80.12511,10/25/2024,14:39:23,3.55,40074.4,-1.226,38198.5,102.0,101.9,6.99,-1.772,24.33,38379.8,3.77,24947,379.38,0,8.42,-91.4,27.312,-1.236,-6.5,765.5
25.89998,-80.12501,10/25/2024,14:39:28,6.53,51243.6,-1.228,48844.7,102.0,101.9,7.03,-1.772,32.00,49076.6,3.80,31900,914.33,0,8.42,-91.3,27.312,-1.230,-6.1,765.5
25.89998,-80.12491,10/25/2024,14:39:33,4.75,48199.4,-1.232,45941.0,102.0,101.9,6.85,-1.776,29.88,46159.3,1.42,30004,2130.23,0,8.42,-91.3,27.314,-1.231,-6.5,765.5
25.89998,-80.12482,10/25/2024,14:39:38,9.08,53689.5,-1.223,51172.5,101.9,101.9,6.69,-1.777,33.72,51415.8,4.43,33420,730.69,0,8.42,-91.3,27.315,-1.208,-6.5,765.5
25.89998,-80.12474,10/25/2024,14:39:43,6.75,46006.2,-1.227,43851.7,101.9,101.9,6.82,-1.778,28.37,44060.0,3.36,28639,322.19,0,8.42,-91.3,27.313,-1.235,-6.5,765.5
25.89997,-80.12467,10/25/2024,14:39:48,0.86,50700.3,-1.224,48329.6,102.0,101.9,6.74,-1.777,31.62,48558.7,0.13,31563,133.26,0,8.42,-91.3,27.309,-1.219,-6.7,765.5
25.89997,-80.12457,10/25/2024,14:39:53,0.45,52052.5,-1.222,49628.0,102.0,102.0,6.69,-1.776,32.58,49862.3,0.43,32411,113.43,0,8.42,-91.3,27.299,-1.220,-4.6,765.5
25.89997,-80.12447,10/25/2024,14:39:58,0.31,40670.9,-1.228,38782.3,102.2,102.1,6.98,-1.775,24.74,38964.8,0.54,25327,315.71,0,8.42,-91.4,27.292,-1.226,-3.5,765.4
25.90000,-80.12436,10/25/2024,14:40:03,0.77,46498.2,-1.224,44338.7,102.3,102.2,6.86,-1.774,28.72,44547.4,1.95,28956,418.01,0,8.42,-91.4,27.293,-1.213,-3.2,765.4
25.90003,-80.12428,10/25/2024,14:40:08,3.20,36086.7,-1.233,34407.6,102.4,102.3,7.22,-1.775,21.67,34569.8,10.00,22470,595.84,0,8.42,-91.4,27.297,-1.254,-2.0,765.5
25.90008,-80.12421,10/25/2024,14:40:13,6.10,44539.1,-1.231,42466.4,102.2,102.2,7.18,-1.773,27.37,42666.7,5.51,27733,286.34,0,8.42,-91.3,27.298,-1.223,-2.5,765.5
25.90014,-80.12412,10/25/2024,14:40:18,3.78,49602.9,-1.232,47293.5,102.2,102.1,7.13,-1.775,30.87,47516.7,5.03,30886,1212.86,0,8.42,-91.3,27.299,-1.229,-2.5,765.5
25.90022,-80.12408,10/25/2024,14:40:23,4.76,53773.1,-1.226,51267.4,102.1,102.1,6.91,-1.774,33.79,51509.5,3.37,33481,176.21,0,8.42,-91.3,27.301,-1.204,-5.9,765.5
25.90028,-80.12405,10/25/2024,14:40:28,10.03,54722.7,-1.215,52168.8,102.3,102.2,6.68,-1.767,34.46,52415.6,21.04,34070,44.76,0,8.42,-91.3,27.305,-1.194,-8.2,765.4
25.90025,-80.12392,10/25/2024,14:40:33,14.98,55186.5,-1.211,52606.0,102.4,102.4,6.68,-1.761,34.78,52855.4,12.94,34356,5.63,0,8.42,-91.4,27.309,-1.156,-3.9,765.6
25.90024,-80.12386,10/25/2024,14:40:38,3.90,55132.1,-1.205,52549.8,102.5,102.4,6.69,-1.752,34.74,52799.4,5.35,34320,2.06,0,8.42,-91.5,27.313,-1.146,-2.9,765.5
25.90023,-80.12381,10/25/2024,14:40:43,0.77,55182.1,-1.197,52594.6,102.6,102.5,6.69,-1.741,34.78,52844.7,3.40,34349,-0.89,0,8.42,-91.5,27.316,-1.145,-3.0,765.5
25.90023,-80.12378,10/25/2024,14:40:48,6.23,55216.0,-1.186,52623.2,102.6,102.5,6.69,-1.725,34.80,52873.9,1.12,34368,-0.74,0,8.42,-91.5,27.319,-1.114,-4.2,765.5
25.90024,-80.12375,10/25/2024,14:40:53,0.49,55248.1,-1.175,52652.4,102.6,102.5,6.69,-1.708,34.82,52903.4,6.89,34387,-0.59,0,8.42,-91.5,27.320,-1.179,-4.1,765.5
25.90024,-80.12373,10/25/2024,14:40:58,1.03,55249.6,-1.160,52652.5,102.6,102.5,6.69,-1.687,34.82,52903.6,-0.26,34387,-0.66,0,8.42,-91.5,27.322,-1.088,-4.5,765.5
25.90023,-80.12370,10/25/2024,14:41:03,5.22,55239.9,-1.147,52644.6,102.6,102.5,6.69,-1.668,34.81,52895.5,1.78,34382,-0.76,0,8.42,-91.5,27.320,-1.090,-4.8,765.6
25.90022,-80.12368,10/25/2024,14:41:08,2.43,55221.8,-1.133,52629.7,102.6,102.5,6.69,-1.648,34.80,52880.3,2.65,34372,-0.71,0,8.42,-91.5,27.318,-1.087,-4.3,765.5
25.90022,-80.12366,10/25/2024,14:41:13,0.19,55134.0,-1.123,52549.6,102.7,102.6,6.70,-1.633,34.74,52799.5,0.67,34320,-0.56,0,8.42,-91.5,27.315,-1.105,-3.5,765.5
25.90022,-80.12366,10/25/2024,14:41:18,0.33,55079.8,-1.110,52504.0,102.8,102.7,6.71,-1.614,34.71,52753.0,0.13,34289,-0.51,0,8.42,-91.5,27.309,-1.092,-2.8,765.5
25.90021,-80.12367,10/25/2024,14:41:23,0.27,55143.3,-1.102,52562.1,102.8,102.8,6.71,-1.603,34.75,52811.6,0.05,34328,-0.71,0,8.42,-91.5,27.312,-1.069,-2.3,765.4
25.90020,-80.12367,10/25/2024,14:41:28,0.42,55177.2,-1.090,52590.4,102.9,102.8,6.71,-1.585,34.77,52840.4,0.27,34346,-0.96,0,8.42,-91.5,27.316,-1.048,-3.1,765.5
25.90019,-80.12368,10/25/2024,14:41:33,0.59,55204.9,-1.078,52614.6,102.8,102.7,6.70,-1.568,34.79,52865.0,0.43,34362,-1.00,0,8.42,-91.5,27.317,-1.007,-2.4,765.5
25.90018,-80.12369,10/25/2024,14:41:38,0.57,55206.0,-1.066,52618.1,102.7,102.7,6.70,-1.550,34.79,52868.2,0.39,34364,-1.00,0,8.42,-91.5,27.315,-1.024,-1.4,765.4
25.90018,-80.12368,10/25/2024,14:41:43,0.30,55206.0,-1.056,52621.5,102.7,102.6,6.70,-1.536,34.80,52871.3,0.42,34366,-1.00,0,8.42,-91.5,27.312,-1.004,-0.6,765.5
25.90017,-80.12366,10/25/2024,14:41:48,0.24,55189.5,-1.038,52607.6,102.7,102.6,6.70,-1.510,34.79,52857.1,0.22,34357,-1.03,0,8.42,-91.5,27.310,-0.944,0.0,765.5
25.90016,-80.12368,10/25/2024,14:41:53,0.20,55180.1,-1.022,52598.0,102.7,102.6,6.70,-1.487,34.78,52847.6,0.04,34351,-1.05,0,8.42,-91.5,27.311,-0.960,0.2,765.5
25.90016,-80.12371,10/25/2024,14:41:58,0.21,55184.5,-1.013,52602.1,102.7,102.6,6.70,-1.473,34.78,52851.7,0.07,34354,-1.06,0,8.42,-91.5,27.311,-0.995,0.7,765.5
25.90015,-80.12370,10/25/2024,14:42:03,0.20,55191.6,-1.002,52606.8,102.7,102.7,6.70,-1.457,34.79,52856.6,-0.04,34357,-1.10,0,8.42,-91.5,27.313,-1.011,1.6,765.5
25.90016,-80.12370,10/25/2024,14:42:08,0.23,55174.6,-1.000,52590.2,102.8,102.7,6.71,-1.454,34.77,52840.0,0.08,34346,-1.04,0,8.42,-91.5,27.313,-1.006,0.4,765.5
25.90018,-80.12370,10/25/2024,14:42:13,0.54,55158.9,-1.004,52575.5,102.8,102.7,6.71,-1.460,34.76,52825.2,0.28,34336,-1.04,0,8.42,-91.5,27.313,-1.111,-1.8,765.5
25.90018,-80.12369,10/25/2024,14:42:18,1.04,55180.1,-1.011,52593.3,102.8,102.8,6.71,-1.470,34.78,52843.4,0.94,34348,-1.01,0,8.42,-91.5,27.315,-1.113,-2.2,765.5
25.90017,-80.12367,10/25/2024,14:42:23,4.42,55215.4,-1.027,52624.7,102.8,102.7,6.71,-1.493,34.80,52875.1,1.96,34369,-1.02,0,8.42,-91.5,27.317,-1.107,0.2,765.5
25.90018,-80.12366,10/25/2024,14:42:28,0.11,55251.5,-1.045,52656.2,102.7,102.6,6.70,-1.520,34.82,52907.1,2.27,34390,-1.07,0,8.42,-91.5,27.320,-1.105,0.5,765.5
25.90018,-80.12366,10/25/2024,14:42:33,2.01,55255.1,-1.060,52660.3,102.7,102.6,6.69,-1.541,34.83,52911.2,2.47,34392,-1.12,0,8.42,-91.5,27.319,-1.107,-0.5,765.5
25.90018,-80.12366,10/25/2024,14:42:38,0.06,55232.8,-1.072,52640.3,102.6,102.5,6.69,-1.559,34.81,52890.8,1.97,34379,-1.11,0,8.42,-91.5,27.318,-1.118,-1.0,765.5
25.90018,-80.12365,10/25/2024,14:42:43,0.49,55219.4,-1.083,52629.1,102.7,102.6,6.70,-1.575,34.80,52879.5,1.36,34372,-1.09,0,8.43,-91.5,27.317,-1.082,-2.0,765.5
25.90017,-80.12363,10/25/2024,14:42:48,0.44,55212.5,-1.089,52622.8,102.7,102.6,6.70,-1.584,34.80,52873.1,0.99,34368,-1.07,0,8.42,-91.5,27.317,-1.041,-2.2,765.6
25.90015,-80.12363,10/25/2024,14:42:53,0.24,55200.0,-1.090,52610.6,102.7,102.6,6.70,-1.586,34.79,52860.9,0.23,34360,-1.09,0,8.42,-91.5,27.317,-1.112,-1.5,765.6
25.90014,-80.12363,10/25/2024,14:42:58,0.37,55206.3,-1.089,52615.6,102.7,102.6,6.70,-1.584,34.79,52866.0,0.33,34363,-1.13,0,8.42,-91.5,27.318,-1.091,-2.2,765.5
25.90013,-80.12363,10/25/2024,14:43:03,0.80,55202.0,-1.082,52609.5,102.7,102.6,6.70,-1.573,34.79,52860.1,0.46,34359,-1.08,0,8.42,-91.5,27.320,-0.981,-2.3,765.5
25.90011,-80.12363,10/25/2024,14:43:08,1.01,55181.8,-1.071,52589.1,102.7,102.6,6.70,-1.557,34.77,52839.8,0.78,34346,-1.03,0,8.42,-91.5,27.321,-1.058,-2.3,765.4
25.90009,-80.12363,10/25/2024,14:43:13,0.55,55137.7,-1.069,52548.1,102.7,102.7,6.70,-1.555,34.74,52798.4,0.87,34319,-0.84,0,8.42,-91.5,27.320,-1.048,-1.6,765.4
25.90008,-80.12364,10/25/2024,14:43:18,0.48,55069.4,-1.057,52488.2,102.9,102.8,6.72,-1.537,34.70,52737.7,0.76,34280,-0.69,0,8.42,-91.5,27.315,-0.988,-1.9,765.5
25.90006,-80.12365,10/25/2024,14:43:23,0.23,55019.8,-1.040,52443.1,103.1,103.0,6.73,-1.513,34.66,52692.1,0.34,34250,-0.60,0,8.42,-91.5,27.313,-0.974,-0.9,765.5
25.90005,-80.12364,10/25/2024,14:43:28,0.19,54990.5,-1.027,52414.3,103.2,103.1,6.74,-1.494,34.64,52663.3,0.05,34231,-0.66,0,8.42,-91.5,27.314,-0.969,-0.5,765.5
25.90006,-80.12365,10/25/2024,14:43:33,0.20,55033.8,-1.018,52451.7,103.2,103.2,6.74,-1.480,34.67,52701.3,-0.10,34256,-0.76,0,8.42,-91.5,27.317,-0.997,-0.7,765.5
25.90007,-80.12366,10/25/2024,14:43:38,0.19,55051.7,-1.006,52468.5,103.2,103.1,6.73,-1.462,34.68,52718.2,-0.10,34267,-0.90,0,8.42,-91.5,27.317,-0.987,-0.3,765.5
25.90007,-80.12366,10/25/2024,14:43:43,0.21,55079.1,-1.002,52492.0,103.1,103.0,6.73,-1.457,34.70,52742.1,-0.07,34282,-0.91,0,8.42,-91.5,27.320,-0.990,-0.5,765.4
25.90006,-80.12368,10/25/2024,14:43:48,0.21,55085.4,-0.992,52498.5,103.1,103.0,6.73,-1.443,34.71,52748.6,-0.09,34287,-0.98,0,8.42,-91.5,27.319,-0.960,-0.9,765.4
25.90005,-80.12369,10/25/2024,14:43:53,0.19,55081.6,-0.990,52494.0,103.0,103.0,6.72,-1.440,34.70,52744.1,-0.12,34284,-1.01,0,8.42,-91.5,27.320,-1.076,-1.5,765.5
25.90004,-80.12370,10/25/2024,14:43:58,0.21,55081.1,-1.001,52491.7,103.0,102.9,6.72,-1.456,34.70,52742.0,-0.10,34282,-1.01,0,8.42,-91.5,27.322,-1.052,-2.0,765.4
25.90003,-80.12370,10/25/2024,14:44:03,0.31,55061.6,-1.016,52473.2,103.1,103.0,6.73,-1.477,34.69,52723.4,0.02,34270,-0.87,0,8.42,-91.5,27.322,-1.051,-2.7,765.6
25.90003,-80.12370,10/25/2024,14:44:08,0.30,55024.4,-1.018,52445.6,103.2,103.1,6.74,-1.480,34.67,52694.9,0.04,34252,-0.70,0,8.42,-91.5,27.314,-0.996,-1.1,765.4
25.90002,-80.12373,10/25/2024,14:44:13,0.21,55036.9,-0.999,52462.5,103.4,103.3,6.75,-1.453,34.68,52711.3,0.05,34262,-0.69,0,8.42,-91.5,27.310,-0.781,-1.2,765.4
25.90002,-80.12374,10/25/2024,14:44:18,0.20,55080.5,-0.975,52506.5,103.4,103.3,6.75,-1.418,34.71,52755.3,-0.01,34291,-0.78,0,8.42,-91.5,27.308,-0.854,-1.8,765.4
25.90002,-80.12376,10/25/2024,14:44:23,0.20,55120.0,-0.958,52539.7,103.3,103.2,6.74,-1.393,34.74,52789.1,-0.10,34313,-0.80,0,8.43,-91.5,27.312,-0.891,-2.5,765.4
25.90003,-80.12378,10/25/2024,14:44:28,0.21,55083.1,-0.954,52500.5,103.3,103.2,6.74,-1.387,34.71,52750.1,-0.11,34288,-0.70,0,8.43,-91.5,27.316,-0.930,-2.8,765.5
25.90005,-80.12379,10/25/2024,14:44:33,0.28,55066.6,-0.946,52481.0,103.3,103.2,6.74,-1.376,34.69,52731.0,-0.02,34275,-0.74,0,8.42,-91.5,27.319,-1.066,-1.8,765.6
25.90007,-80.12380,10/25/2024,14:44:38,0.80,55094.7,-0.945,52507.0,103.3,103.2,6.74,-1.375,34.71,52757.1,0.44,34292,-0.86,0,8.42,-91.5,27.320,-1.019,-0.5,765.5
